,hosQuad,Class
1195,much appreciate the reception,0
1196,hotel is on the,0
1197,the i stayed at,0
1198,sheets where  warm staf,0
1199,da art restaurant best,0
1200,i am confident dear,0
1201,including work desk and,0
1202,were delicious breakfast was,0
1203,clean rooms wide spaces,0
1204,friends hilton chennai is,0
1205,unwind after a long,0
1206,team members who works,0
1207,very much impressed with,0
1208,missed out when you,0
1209,the next day as,0
1210,me cannot fault this,0
1211,at peace very nice,0
1212,any th floor room,0
1213,hotel staff were polite,0
1214,real treatwhat an amazing,0
1215,more than a  minut,0
1216,well made the dim,0
1217,given by your staff,0
1218,it was only during,0
1219,my business travel inside,0
1220,just a night we,0
1221,everything is perfect about,0
1222,buffaet in the next,0
1223,cheap refurb like the,0
1224,fantastic nonalcholic cocktails the,0
1225,extremely good bed nice,0
1226,this is how a,0
1227,great options to dineinwould,0
1228,i will be staying,0
1229,major customer conference at,0
1230,quite new the rooms,0
1231,i was attending a,0
1232,sincerely hope to welcoming,0
1233,bar and restaurant the,0
1234,are very high fitness,0
1235,local travel we were,0
1236,to other business areas,0
1237,more time there staff,0
1238,again room was very,0
1239,vascos hilton has the,0
1240,utilized  nice and clea,0
1241,customer care came to,0
1242,felt really enthralled  th,0
1243,too low office chair,0
1244,the coffee bar with,0
1245,new hotel  years i,0
1246,center food and service,0
1247,lot around the world,0
1248,i especially want to,0
1249,the high point in,0
1250,are very good negative,0
1251,week on business the,0
1252,this made me dissatisfied,0
1253,i have nor great,0
1254,that since i was,0
1255,time and have stayed,0
1256,pool was closed take,0
1257,the country however have,0
1258,a buffet loads of,0
1259,came for our anniversary,0
1260,very helpful and requests,0
1261,i was really overwhelmed,0
1262,visit and stay they,0
1263,booked an executive room,0
1264,and made the excellent,0
1265,surprised the hotel is,0
1266,no complaints about my,0
1267,worst part as soon,0
1268,and access to the,0
1269,nasi goreng all in,0
1270,of this hotel is,0
1271,as a diamond member,0
1272,the team there is,0
1273,facility are very friendly,0
1274,halls i was very,0
1275,in years from the,0
1276,to book an executive,0
1277,it was nice experience,0
1278,was good but it,0
1279,serenity beds big indulgent,0
1280,and you may miss,0
1281,and international choice of,0
1282,in chennai from the,0
1283,the reception the magic,0
1284,the guests still compliment,0
1285,you for your valuable,0
1286,with the spread is,0
1287,but within the city,0
1288,and noise of over,0
1289,all part of city,0
1290,i like this this,0
1291,a day business meeting,0
1292,th floor the pool,0
1293,smoothly would definitely go,0
1294,they helped in all,0
1295,and wait for very,0
1296,any questions the mobile,0
1297,nearby the checkin process,0
1298,friendly there is a,0
1299,specially keeping flowers in,0
1300,the hotel directly and,0
1301,satisfied with the service,0
1302,had to call back,0
1303,each and every member,0
1304,the new metro once,0
1305,the other main shopping,0
1306,price you can get,0
1307,area with many it,0
1308,breakfast choice wide and,0
1309,long truly memorable the,0
1310,five star hotels so,0
1311,know what guests need,0
1312,my past the server,0
1313,the the rooftop restaurant,0
1314,expect this to last,0
1315,also wonderful soups starters,0
1316,amazing panoramic view of,0
1317,after request  i pai,0
1318,to our room in,0
1319,and attentive the restaurants,0
1320,compared to a  worl,0
1321,and need some housekeeping,0
1322,at this property at,0
1323,buzz sound throughout and,0
1324,shower and bath and,0
1325,to cancelled flights and,0
1326,sekar who stood out,0
1327,station right oppositethe fron,0
1328,for  nights in th,0
1329,well except dj was,0
1330,and pleasure unfortunately i,0
1331,like hell i have,0
1332,hotel in this very,0
1333,that its a very,0
1334,to servers and bussers,0
1335,staff for the same,0
1336,room was huge and,0
1337,also very safe the,0
1338,breakfast great view of,0
1339,to visit and dealt,0
1340,just choose just  kin,0
1341,will contact you directly,0
1342,i travel elsewhere as,0
1343,like nothing is too,0
1344,final stop being in,0
1345,excellent service  front des,0
1346,a very kind move,0
1347,walk in you can,0
1348,to beat city traffic,0
1349,of to them my,0
1350,no bath robes the,0
1351,a small puja just,0
1352,and was extremely happy,0
1353,stay in hilton i,0
1354,hotels in chennai on,0
1355,staff who without exception,0
1356,rail hrs lobby lounge,0
1357,bar will dementedly recommend,0
1358,hotel was no exception,0
1359,are several things that,0
1360,fast service international food,0
1361,nice pool and well,0
1362,wonderful experience for my,0
1363,excellent customer service and,0
1364,spacious immaculate and extremely,0
1365,in the not too,0
1366,better vascos hilton has,0
1367,a mixup with my,0
1368,train line housekeeping left,0
1369,place at your hotel,0
1370,visionary team enjoy peace,0
1371,here again and also,0
1372,well located and is,0
1373,appears to be new,0
1374,surpassed our expectation we,0
1375,dinner buffet amazing overall,0
1376,one example went out,0
1377,professional service excellent front,0
1378,to this facility in,0
1379,star hotels i must,0
1380,list the rann and,0
1381,spotless tidy  neat grea,0
1382,very good stuffs are,0
1383,biriyani sabji kurma etc,0
1384,the place is top,0
1385,my stay food in,0
1386,too big bathroom is,0
1387,stay there again next,0
1388,been open a couple,0
1389,that both this hotel,0
1390,the metro is very,0
1391,port the hotel is,0
1392,sneha manish sharath sateshmohan,0
1393,we needed some guidance,0
1394,make you so comfortable,0
1395,managers reception lounge  restauran,0
1396,years it would be,0
1397,offer a half day,0
1398,much more comfortable were,0
1399,very high but not,0
1400,and rooftop bar great,0
1401,lots of space near,0
1402,is always trying to,0
1403,center was pretty although,0
1404,of our company not,0
1405,half the month one,0
1406,folks are incredibly attentive,0
1407,and staff who are,0
1408,been a regular to,0
1409,easily coordinated and they,0
1410,the guests visiting the,0
1411,front desk to the,0
1412,hi viewer it was,0
1413,is no service on,0
1414,of  jan and th,0
1415,executives who make stay,0
1416,extremely expensive their outlets,0
1417,very gud specially the,0
1418,stay or dining front,0
1419,overall waiting staff very,0
1420,the rooms were immaculate,0
1421,and fine tuning the,0
1422,for a week on,0
1423,stop the best  sta,0
1424,welcoming overall everything perfect,0
1425,dinners restaurant with my,0
1426,for the i am,0
1427,place to have business,0
1428,the airport and just,0
1429,just as you did,0
1430,the first time the,0
1431,was excellant and the,0
1432,her team in securing,0
1433,well the arrangement is,0
1434,reservation they had me,0
1435,service amazing property amazing,0
1436,way effort to make,0
1437,there are  restaurants on,0
1438,more options and amenities,0
1439,are simply excellent they,0
1440,that is outside the,0
1441,park and airport so,0
1442,good if you are,0
1443,am sunday morning and,0
1444,throughout your stay we,0
1445,who helped me to,0
1446,nice will come back,0
1447,options could have been,0
1448,time the restaurant well,0
1449,desk during check out,0
1450,to all of you,0
1451,for  weeks what th,0
1452,i checked in to,0
1453,traveller efficiency lack of,0
1454,location is strategic and,0
1455,just because of the,0
1456,time at hilton i,0
1457,one night on our,0
1458,had a choice of,0
1459,pm there was a,0
1460,stop on my feet,0
1461,prices than many other,0
1462,especialy at  usd pw,0
1463,great experience staying on,0
1464,chennai and especially for,0
1465,to other cuisines desserts,0
1466,i highly recommend this,0
1467,new restaurant ayna is,0
1468,was fantastic from check,0
1469,breakfast buffet was ginormous,0
1470,as per the star,0
1471,are great and kept,0
1472,hospitality they seem to,0
1473,staff at service places,0
1474,very clean excellent service,0
1475,metro rail system that,0
1476,and bar are of,0
1477,both business or pleasure,0
1478,great food have stayed,0
1479,work for  weeks th,0
1480,are very nicely furnished,0
1481,no of guests that,0
1482,stay in chennai for,0
1483,genuine and friendly to,0
1484,visit to chennai  busines,0
1485,offer enough space for,0
1486,normally found in india,0
1487,ambience is really awesome,0
1488,bridge and the one,0
1489,of special mention is,0
1490,i have been a,0
1491,very pleasent stay only,0
1492,chef and other staff,0
1493,its been a pleasure,0
1494,future kind regards manish,0
1495,and i found to,0
1496,mop smell was rally,0
1497,charge at the door,0
1498,at the hilton almost,0
1499,with different foods that,0
1500,rooms beautiful bathroom and,0
1501,friendly especially the front,0
1502,the city centre  i,0
1503,check in time still,0
1504,of this hilton enough,0
1505,was also wonderful soups,0
1506,is spacious and everything,0
1507,returned to our room,0
1508,is a pool on,0
1509,front desk staff was,0
1510,used to western ways,0
1511,improved upon the breakfast,0
1512,in the room breakfast,0
1513,like the stafs here,0
1514,stayed here a few,0
1515,the smiley face pancake,0
1516,a little oasis of,0
1517,chennai and stayed at,0
1518,not as per the,0
1519,service some employee seems,0
1520,waited very good rooms,0
1521,cuisine a rooftop pool,0
1522,at the hotel each,0
1523,certainly hope that you,0
1524,and the personal service,0
1525,a taxi to go,0
1526,and i very much,0
1527,way from the front,0
1528,food was really excellent,0
1529,are amazing very professional,0
1530,the morning breakfast rooms,0
1531,clean and big not,0
1532,happy gunjan and sharath,0
1533,amazing restaurant is good,0
1534,person was nice hotel,0
1535,mostly stayed at the,0
1536,go wrong with this,0
1537,service breakfast buffet is,0
1538,the traditional curries and,0
1539,beer its a great,0
1540,food quality was excellent,0
1541,main shopping and tourist,0
1542,you free upgrades  fo,0
1543,and location great hotel,0
1544,is hilton brand experience,0
1545,the beach  coast an,0
1546,go exploring at the,0
1547,visit chennai india health,0
1548,now stayed at  differen,0
1549,side view it would,0
1550,the rooftop very comfortable,0
1551,were right on it,0
1552,for two nights last,0
1553,that the staff and,0
1554,clean provided a great,0
1555,dear sumit s thank,0
1556,are as always very,0
1557,main restaurant features a,0
1558,the mark  need improvemen,0
1559,the standards of hilton,0
1560,thank you the overwhelming,0
1561,for one night only,0
1562,tidy and well prepared,0
1563,has lot of offerings,0
1564,hosting our wedding and,0
1565,for  nights and wa,0
1566,the staff were excellent,0
1567,cathedral mission beach ft,0
